Incident Id,Received,IncidentType,ProductType,NotifierType,OriginCountry,IncidentSource
I-006-103,11/08/23,ALLERGEN: Soya,Prepared Dishes & Snacks,Local Authority,Northern Ireland,Labelling Packaging Error
I-006-104,11/08/23,Pathogenic Micro-Organisms,Ices & Desserts,INFOSAN,United States,Microbiological Contamination
I-006-105,11/08/23,Environmental Pollutants,Fish & Fish Products,Environment Agency (EA),,Investigation Ongoing
I-006-106,11/08/23,Poor or Insufficient Controls,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United States,Use of Unauthorised Ingredient
I-006-107,11/08/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,RASFF,Belgium,Microbiological Contamination
I-006-108,11/08/23,Food Additives & Flavourings,Non-Alcoholic Beverages,Local Authority,Netherlands,Use of Unauthorised Ingredient
I-006-109,11/08/23,Mycotoxins,Cereals & Bakery Products,RASFF,Cambodia,Natural Chemical Contamination
I-006-110,11/08/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,RASFF,Poland,Microbiological Contamination
I-006-111,14/08/23,ALLERGEN: Celery,Cereals & Bakery Products,Industry,United Kingdom,Production Fault
I-006-112,14/08/23,ALLERGEN: Nuts,Alcoholic Beverages,Industry,France,Labelling Packaging Error
I-006-113,14/08/23,Pesticide Residues,Fruits & Vegetables,FSA England,Thailand,Pesticides
I-006-114,14/08/23,Pathogenic Micro-Organisms,Other Food Product / Mixed,Industry,United Kingdom,Microbiological Contamination
I-006-115,15/08/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-006-116,15/08/23,ALLERGEN: Peanuts,Herbs & Spices,Local Authority,United Kingdom,Investigation Ongoing
I-006-117,15/08/23,Foreign Bodies,Milk & Milk Products,Other,United Kingdom,Human Error
I-006-118,16/08/23,Packaging Defective / Incorrect,Dietetic Foods / Food Supplements / Fortified Foods,Medicines & Healthcare products Regulatory Agency (MHRA),United Kingdom,Labelling Packaging Error
I-006-119,16/08/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Local Authority,Netherlands,Microbiological Contamination
I-006-120,16/08/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Local Authority,United Kingdom,Microbiological Contamination
I-006-121,16/08/23,ALLERGEN: Milk,Cereals & Bakery Products,RASFF,Netherlands,Investigation Ongoing
I-006-122,16/08/23,Poor or Insufficient Controls,Cereals & Bakery Products,RASFF,United Kingdom,Human Error
I-006-123,16/08/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),RASFF,United Kingdom,Human Error
I-006-124,16/08/23,Foreign Bodies,Fruits & Vegetables,EU Member States,United Kingdom,Human Error
I-006-126,16/08/23,Composition,Honey & Royal Jelly,National Food Crime Unit (NFCU),New Zealand,Unauthorised Premises/Process
I-006-127,15/08/23,ALLERGEN: Mustard,Prepared Dishes & Snacks,Local Authority,United Kingdom,Human Error
I-006-128,16/08/23,Poor or Insufficient Controls,Cereals & Bakery Products,RASFF,United Kingdom,Investigation Ongoing
I-006-129,16/08/23,Novel Food,Herbs & Spices,RASFF,United Kingdom,Use of Unauthorised Ingredient
I-006-130,16/08/23,Labelling Absent / Incomplete / Incorrect,Cocoa / Cocoa Preparations / Coffee / Tea,National Food Crime Unit (NFCU) - NFCU INTEL Report,United Kingdom,Labelling Packaging Error
I-006-131,16/08/23,Foreign Bodies,Confectionery,Local Authority,Ireland,Unknown
I-006-132,16/08/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),FSA Field Operations - FVC,United Kingdom,Illegal Import/Export
I-006-133,17/08/23,Labelling Absent / Incomplete / Incorrect,Poultry Meat & Poultry Meat Products,FSA Field Operations - FVC,Poland,Investigation Ongoing
I-006-134,17/08/23,Food Additives & Flavourings,Cereals & Bakery Products,RASFF,United States,Use of Unauthorised Ingredient
I-006-135,17/08/23,Pesticide Residues,Fruits & Vegetables,FSA England,China,Pesticides
I-006-139,17/08/23,Heavy Metals,Meat & Meat Products (other than poultry),"Department of Agriculture, Environment and Rural Affairs (DAERA)",Northern Ireland,Metals - Other
I-006-140,17/08/23,Heavy Metals,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Metals - Other
I-006-141,17/08/23,Heavy Metals,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Metals - Other
I-006-142,18/08/23,Pathogenic Micro-Organisms,Milk & Milk Products,RASFF,France,Microbiological Contamination
I-006-143,18/08/23,Pesticide Residues,Fruits & Vegetables,Health & Safety Executive,Thailand,Pesticides
I-006-144,18/08/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,Medicines & Healthcare products Regulatory Agency (MHRA),United Kingdom,Use of Unauthorised Ingredient
I-006-145,18/08/23,Pesticide Residues,Fruits & Vegetables,FSA Policy,China,Pesticides
I-006-146,18/08/23,Poor or Insufficient Controls,Cereals & Bakery Products,Other,France,Investigation Ongoing
I-006-147,18/08/23,Pesticide Residues,Prepared Dishes & Snacks,Industry,France,Pesticides
I-006-150,18/08/23,ALLERGEN: Peanuts,Soups / Broths / Sauces & Condiments,Local Authority,United Kingdom,Labelling Packaging Error
I-006-151,18/08/23,ALLERGEN: Peanuts,Herbs & Spices,Local Authority,United Kingdom,Investigation Ongoing
I-006-152,21/08/23,Pathogenic Micro-Organisms,Fruits & Vegetables,FSA England,China,Microbiological Contamination
I-006-153,21/08/23,Pesticide Residues,Fruits & Vegetables,FSA England,China,Pesticides
I-006-154,21/08/23,Biocontaminants,Bivalve Molluscs & Products Thereof,Marine Management Organisation (MMO),,Microbiological Contamination
I-006-155,21/08/23,Pathogenic Micro-Organisms,Nuts / Nut Products / Seeds,EU Member States,Turkey,Microbiological Contamination
I-006-156,21/08/23,ALLERGEN: Milk,Meat & Meat Products (other than poultry),Industry,United Kingdom,Labelling Packaging Error
I-006-157,22/08/23,Composition,Food Contact Materials,RASFF,China,Use of Unauthorised Ingredient
I-006-159,22/08/23,Foreign Bodies,Cereals & Bakery Products,Industry,United Kingdom,Production Fault
I-006-160,22/08/23,Composition,Dietetic Foods / Food Supplements / Fortified Foods,National Health Service (NHS),United Kingdom,Human Error
I-006-161,22/08/23,Foreign Bodies,Cereals & Bakery Products,Industry,United Kingdom,Human Error
I-006-162,23/08/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,RASFF,France,Microbiological Contamination
I-006-163,22/08/23,Foreign Bodies,Cereals & Bakery Products,Industry,United Kingdom,Human Error
I-006-164,23/08/23,ALLERGEN: Peanuts,Confectionery,Local Authority,France,Human Error
I-006-165,23/08/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),Local Authority,United Kingdom,Unauthorised Premises/Process
I-006-166,23/08/23,Labelling Absent / Incomplete / Incorrect,Herbs & Spices,Local Authority,,Human Error
I-006-167,24/08/23,Food Additives & Flavourings,Confectionery,Local Authority,Taiwan,Use of Unauthorised Ingredient
I-006-168,24/08/23,ALLERGEN: Eggs,Meat & Meat Products (other than poultry),Other,United Kingdom,Production Fault
I-006-170,24/08/23,Food Additives & Flavourings,Non-Alcoholic Beverages,Local Authority,United Kingdom,Use of Unauthorised Ingredient
I-006-171,24/08/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),FSA Field Operations - FVC,United Kingdom,Unknown
I-006-172,24/08/23,Pathogenic Micro-Organisms,Feed Premixtures,Other,United Kingdom,Microbiological Contamination
I-006-173,25/08/23,Not Determined / Other,Dietetic Foods / Food Supplements / Fortified Foods,Medicines & Healthcare products Regulatory Agency (MHRA),United Kingdom,Unknown
I-006-174,25/08/23,Composition,Non-Alcoholic Beverages,RASFF,United States,Human Error
I-006-175,25/08/23,ALLERGEN: Celery,Soups / Broths / Sauces & Condiments,Local Authority,United Kingdom,Labelling Packaging Error
I-006-176,25/08/23,ALLERGEN: Fish,Fish & Fish Products,Local Authority,Peru,Labelling Packaging Error
I-006-177,25/08/23,Foreign Bodies,Prepared Dishes & Snacks,Industry,Ireland,Production Fault
I-006-179,25/08/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-006-180,22/08/23,Pathogenic Micro-Organisms,Prepared Dishes & Snacks,"Department of Agriculture, Environment and Rural Affairs (DAERA)",United Kingdom,Microbiological Contamination
I-006-181,25/08/23,Food Additives & Flavourings,Dietetic Foods / Food Supplements / Fortified Foods,Medicines & Healthcare products Regulatory Agency (MHRA),United Kingdom,Use of Unauthorised Ingredient
I-006-182,24/08/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),EU Member States,United Kingdom,Human Error
I-006-183,25/08/23,Composition,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,Poland,Labelling Packaging Error
I-006-184,25/08/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),FSA Operations Group,United Kingdom,Production Fault
I-006-185,25/08/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),FSA Operations Group,United Kingdom,Production Fault
I-006-186,25/08/23,ALLERGEN: Milk,Prepared Dishes & Snacks,Industry,United Kingdom,Labelling Packaging Error
I-006-187,27/08/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-006-188,28/08/23,Labelling Absent / Incomplete / Incorrect,Ices & Desserts,Industry,Belgium,Labelling Packaging Error
I-006-189,28/08/23,Pesticide Residues,Fruits & Vegetables,RASFF,France,Pesticides
I-006-190,29/08/23,Poor or Insufficient Controls,Other Food Product / Mixed,National Food Crime Unit (NFCU),Not Easily Identified,Unknown
I-006-191,28/08/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,RASFF,Lithuania,Microbiological Contamination
I-006-193,29/08/23,Heavy Metals,Cocoa / Cocoa Preparations / Coffee / Tea,RASFF,Colombia,Natural Chemical Contamination
I-006-194,29/08/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,Country,Use of Unauthorised Ingredient
I-006-195,29/08/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),National Food Crime Unit (NFCU),Not Easily Identified,Investigation Ongoing
I-006-196,29/08/23,Residues of Veterinary Medicinal Products,Milk & Milk Products,"Department of Agriculture, Environment and Rural Affairs (DAERA)",Northern Ireland,Veterinary Medicine
I-006-197,29/08/23,Pathogenic Micro-Organisms,Animal by-Products,Local Authority,United Kingdom,Microbiological Contamination
I-006-200,30/08/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Local Authority,United Kingdom,Microbiological Contamination
I-006-201,30/08/23,Radiation,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United States,Unauthorised Premises/Process
I-006-202,30/08/23,Food Additives & Flavourings,Non-Alcoholic Beverages,Local Authority,United States,Use of Unauthorised Ingredient
I-006-203,30/08/23,Food Additives & Flavourings,Non-Alcoholic Beverages,Local Authority,United States,Use of Unauthorised Ingredient
I-006-204,31/08/23,Environmental Pollutants,Bivalve Molluscs & Products Thereof,Other,United Kingdom,Spill/Leak
I-006-205,31/08/23,Poor or Insufficient Controls,Dietetic Foods / Food Supplements / Fortified Foods,EU Member States,Not Easily Identified,Unknown
I-006-206,22/08/23,Pathogenic Micro-Organisms,Fruits & Vegetables,Public Health England (PHE),United Kingdom,Microbiological Contamination
I-006-208,31/08/23,Labelling Absent / Incomplete / Incorrect,Prepared Dishes & Snacks,General Public,United Kingdom,Human Error
I-006-209,31/08/23,Migration,Food Contact Materials,RASFF,China,Migration of Chemicals
I-006-210,31/08/23,Pathogenic Micro-Organisms,Herbs & Spices,Local Authority,India,Microbiological Contamination
I-006-211,01/09/23,Environmental Pollutants,Bivalve Molluscs & Products Thereof,Environment Agency (EA),,Spill/Leak
I-006-212,01/09/23,Poor or Insufficient Controls,Nuts / Nut Products / Seeds,Local Authority,United Kingdom,Production Fault
I-006-213,01/09/23,ALLERGEN: Mustard,Soups / Broths / Sauces & Condiments,Industry,United Kingdom,Labelling Packaging Error
I-006-214,04/09/23,Chemical Contamination (other),Cereals & Bakery Products,RASFF,Nigeria,Natural Chemical Contamination
I-006-215,01/09/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,RASFF,Poland,Microbiological Contamination
I-006-216,04/09/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Animal & Plant Health Agency (APHA),United Kingdom,Microbiological Contamination
I-006-217,04/09/23,Chemical Contamination (other),Prepared Dishes & Snacks,RASFF,Netherlands,Natural Chemical Contamination
I-006-219,04/09/23,ALLERGEN: Soya,Prepared Dishes & Snacks,Local Authority,United Kingdom,Labelling Packaging Error
I-006-220,04/09/23,Pesticide Residues,Herbs & Spices,RASFF,Pakistan,Pesticides
I-006-221,04/09/23,Pesticide Residues,Fruits & Vegetables,Port Health Authority (PHA),Turkey,Pesticides
I-006-222,04/09/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Industry,Germany,Microbiological Contamination
I-006-223,05/09/23,ALLERGEN: Eggs,Prepared Dishes & Snacks,Industry,United Kingdom,Labelling Packaging Error
I-006-224,05/09/23,Pesticide Residues,Cereals & Bakery Products,EU Member States,United Kingdom,Pesticides
I-006-225,04/09/23,Pathogenic Micro-Organisms,Fish & Fish Products,Public Health England (PHE),United Kingdom,Microbiological Contamination
I-006-226,05/09/23,Pathogenic Micro-Organisms,Fruits & Vegetables,Local Authority,China,Microbiological Contamination
I-006-227,05/09/23,Pesticide Residues,Fruits & Vegetables,FSA Policy,India,Pesticides
I-006-228,05/09/23,Radiation,Herbs & Spices,FSA England,United Kingdom,Natural Chemical Contamination
I-006-229,06/09/23,Pathogenic Micro-Organisms,Pet Food,Public Analyst / Laboratory,United Kingdom,Microbiological Contamination
I-006-230,06/09/23,Pesticide Residues,Fruits & Vegetables,FSA England,India,Pesticides
I-006-231,06/09/23,Pesticide Residues,Fruits & Vegetables,EU Member States,Argentina,Pesticides
I-006-232,06/09/23,Foreign Bodies,Meat & Meat Products (other than poultry),EU Member States,Northern Ireland,Unknown
I-006-233,06/09/23,Pathogenic Micro-Organisms,Feed Materials,Local Authority,United Kingdom,Animal Feed
I-006-234,06/09/23,Poor or Insufficient Controls,Milk & Milk Products,FSA England,United Kingdom,Illegal Import/Export
I-006-235,06/09/23,Foreign Bodies,Fruits & Vegetables,Industry,United Kingdom,Production Fault
I-006-236,07/09/23,Novel Food,Cocoa / Cocoa Preparations / Coffee / Tea,Local Authority,China,Illegal Import/Export
I-006-237,07/09/23,Pathogenic Micro-Organisms,Milk & Milk Products,Port Health Authority (PHA),United Kingdom,Microbiological Contamination
I-006-238,07/09/23,Poor or Insufficient Controls,Soups / Broths / Sauces & Condiments,Port Health Authority (PHA),Nigeria,Illegal Import/Export
I-006-239,07/09/23,Pathogenic Micro-Organisms,Prepared Dishes & Snacks,Other,United Kingdom,Microbiological Contamination
I-006-240,07/09/23,Heavy Metals,Meat & Meat Products (other than poultry),"Department of Agriculture, Environment and Rural Affairs (DAERA)",Northern Ireland,Metals - Other
I-006-241,07/09/23,Mycotoxins,Cereals & Bakery Products,RASFF,Spain,Natural Chemical Contamination
I-006-242,06/09/23,Labelling Absent / Incomplete / Incorrect,Meat & Meat Products (other than poultry),EU Member States,Northern Ireland,Fraud
I-006-243,07/09/23,Migration,Food Contact Materials,RASFF,United Kingdom,Migration of Chemicals
I-006-244,07/09/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,RASFF,Poland,Microbiological Contamination
I-006-245,07/09/23,Heavy Metals,Meat & Meat Products (other than poultry),"Department of Agriculture, Environment and Rural Affairs (DAERA)",Northern Ireland,Metals - Other
I-006-246,08/09/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,Poland,Use of Unauthorised Ingredient
I-006-247,08/09/23,Chemical Contamination (other),Nuts / Nut Products / Seeds,RASFF,Greece,Natural Chemical Contamination
I-006-248,08/09/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),National Food Crime Unit (NFCU) - NFCU INTEL Report,United Kingdom,Microbiological Contamination
